"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","1","300 Ring Road, Block CB, Naraina Village, Naraina, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2068,1443,2963
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","2","Unnamed Road, Delhi Cantonment, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1853,1236,2776
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","3","Unnamed Road, Mahipalpur, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1579,1016,2453
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","4","P-268/3, Rock View, Delhi Cantonment, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1642,1064,2531
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","5","Old Palam Road, Delhi Cantonment, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1857,1244,2771
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","6","Unnamed Road, CVD Line, Delhi Cantonment, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2169,1542,3050
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","7","P 13, Baird Place, Delhi Cantonment, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2065,1458,2923
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","8","Mall Road, Khyber Lines, Delhi Cantonment, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1274,761,2131
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","9","Mahatma Jyothi Rao Phule Marg, Mahatma Jyoti Rao Phule Marg Area, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",651,318,1331
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","10","0 Shaheed Bhagat Singh Marg, DIZ Staff Quarters, Connaught Place, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",267,105,676
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","11","Mother Teresa Crescent, Talkatora Garden, Central Ridge Reserve Forest, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",499,165,1503
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","12","Jantar Mantar Road, Janpath, Connaught Place, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",685,399,1174
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","13","10, Aurangzeb Road, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1086,726,1623
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","14","Mahatma Gandhi Road, Kidwai Nagar West, Kidwai Nagar, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1533,1095,2145
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","15","H205, Block H, Sarojini Nagar, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1442,1005,2067
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","16","Andre Malraux Marg, Ramnagar, Chanakyapuri, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1144,716,1825
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","17","0 Khanna Market Road, Aliganj, Lodi Colony, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1348,961,1890
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","18","Unnamed Road, Lal Qila, Chandni Chowk, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1355,846,2168
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","19","Mirdard Road, 64 Khamba, Maulana Azad Medical College Campus, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",617,340,1116
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","20","4400 Gali Shahtara, Kaccha Pandit Main Bazar, Lal Kuan Bazar, Old Delhi, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",484,247,944
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","21","3800 Prem Narain Road, Hauz Qazi, Sitaram Bazar, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",672,356,1266
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","22","500 Fasil Road, Farash Khana, Chandni Chowk, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",596,312,1136
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","23","nullStreet Number 5 NA Block, NA Block, Khayala, Vishnu Garden, नई दिल्ली","12/1/2018 - 12/31/2018, Every day, Daily Average",2527,1637,3898
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","24","268, Block B2, Shiv Nagar, Janakpuri, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1942,1254,3006
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","25","nullNehru Vihar Road, B Block, A Block, Nehru Vihar, Mukherjee Nagar, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1904,1302,2783
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","26","A3-214, Asalatpur Village, Janakpuri, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2219,1448,3399
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","27","0 Ram Mandir Marg, C5B Block, Janakpuri, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2541,1816,3555
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","28","nullSchool Road, Block M, Uttam Nagar, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2347,1564,3520
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","29","Street Number 14, Block C, Sitapuri Part 1, Janakpuri, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2751,1960,3860
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","30","Unnamed Road, Asalatpur Khadar, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",3825,2764,5291
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","31","Main Jhatikra Road, Paprawat, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",3348,2410,4650
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","32","METRO MALL, Pocket 1, Sector 14 Dwarka, Dwarka, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",3048,2118,4384
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","34","5/3, East Nathu Colony, GTB Enclave, Dilshad Garden, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2103,1401,3156
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","35","A/15, Block A, Dilshad Colony New Simapuri, Dilshad Garden, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2535,1777,3614
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","36","A3-83, Block A, Nand Nagri, Village Mandoli, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2501,1744,3585
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","37","nullStreet Number 4, Block J, Sunder Nagri, Dilshad Garden, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2938,2122,4066
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","38","526, Sakdarpur, Shahdara, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2354,1629,3400
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","39","nullGali Number 16, West Jyoti Nagar, Ashok Nagar Mandoli, Ashok Nagar, Shahdara, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2484,1671,3691
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","40","Gali Saini Tent, Ram Nagar, Shahdara, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1913,1283,2851
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","41","Lala Raghubar Dayal Marg, Phase 4, Block B, Subhash Park, Shahdara, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1845,1226,2775
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","42","Street Number 30/6, New Seelampur, Chauhan Banger, Shahdara, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1846,1169,2913
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","43","A537, New Seelampur Phase II, New Seelampur, Shahdara, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1637,1060,2527
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","44","100 Maujpur Main Road, Maujpur, Shahdara, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2002,1274,3145
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","45","nullGali Number 2, Tonga Patti Chauhan, Block C, Ghonda, Shahdara, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2031,1289,3199
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","46","256, Block C 2, Bhajanpura, Tukhmirpur, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2253,1493,3399
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","47","Street Number 10, Block C, North Ghonda, Shahdara, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2164,1370,3416
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","48","Kardam Marg, Block B, Kabir Nagar, Shahdara, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2255,1445,3517
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","49","1/10068, New Jaffrabad, Shahdara, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2488,1650,3750
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","50","Saraswati Marg, Babarpur Village, Babarpur, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2268,1510,3405
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","51","Gali number 4, Ambedkar Colony, Dagarpur Mohalla, Johripur, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2522,1753,3626
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","52","202, Block D, Ganga Vihar, Gokalpuri, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2472,1672,3653
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","53","Sewa Dham Road, Saboli, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2758,1801,4223
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","54","500 Street Number 30, Block D, Harsh Vihar, Village Mandoli, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",3063,1961,4784
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","55","33 Feet Road, Phase 2, Shiv Vihar, Karawal Nagar, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",3169,2227,4508
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","56","Gali Number 4, Bhagat Vihar, Dayalpur, New Mustafabad, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2819,2038,3898
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","57","Angad Singh Marg, Nehru Vihar, Block B, Old Mustafabad, New Mustafabad, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2381,1643,3449
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","58","Pushta Road, Block A, Rajiv Nagar, Sonia Vihar, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2070,1411,3036
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","59","100 Gali number 4, E-Block, Phase 4, Shiv Vihar, Karawal Nagar, Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2428,1709,3449
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","60","nullGali Number 31, Sonia Vihar, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2118,1516,2957
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","61","Unnamed Road, National Zoological Park, Sundar Nagar, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1362,947,1957
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","62","D/116, Jeewan Nagar, Sunlight Colony, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1553,1073,2246
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","63","Jawaharlal Nehru Stadium Marg, CGO Complex, Pragati Vihar, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1458,1047,2029
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","64","6/37, Vikram Vihar, Lajpat Nagar IV, Lajpat Nagar, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1755,1276,2412
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","65","Shaheed Jeet Singh Marg, NCERT Campus, Qutab Institutional Area, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2121,1497,3003
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","66","nullBhagat Singh Market Marg, Block K, Malviya Nagar, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2355,1674,3312
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","67","63/33, Hudco Place, Andrews Ganj Extension, Andrews Ganj, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1628,1174,2256
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","68","0 Paschimi Marg, Block E, Vasant Vihar, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2150,1493,3094
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","69","1129, Sector 2 R K Puram, Sector 2, RK Puram, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1966,1363,2835
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","70","G288, Sector 3, Block G, Nanak Pura, South Moti Bagh, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1316,810,2137
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","71","JNU Ring Road, Jawaharlal Nehru University, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2153,1516,3056
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","72","7/254, Dakshinpuri Extension, Block 7, Sector 6, Dakshinpuri, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2228,1565,3171
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","73","0 Central Avenue, Block E, Sainik Farm, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2593,1792,3751
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","74","F-269, Ambedkar Nagar, Block F, Sector 5, Dakshinpuri, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2429,1699,3471
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","75","B-299, Ambedkar Nagar, Block B, Sector 5, Dakshinpuri, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2546,1774,3652
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","76","124, SPG Quarters, Sector 4, Pushp Vihar, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2460,1743,3470
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","77","0 Mehrauli - Badarpur Road, Tughlakabad Institutional Area, Vayusenabad, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2692,1925,3762
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","79","Shooting Range Road, Asola Wild Life Sanctuary, Asola, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",3312,2402,4566
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","80","E-492, Block E, Greater Kailash II, Greater Kailash, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2237,1591,3144
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","81","126, Block L 1, Alaknanda, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2449,1766,3395
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","82","286, Asian Games Village Complex, Siri Fort, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2073,1480,2903
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","83","C2, Block C, Kailash Colony, Greater Kailash, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1923,1397,2645
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","84","nullMathura Road, Friends Colony West, Block A, New Friends Colony, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",1914,1341,2731
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","85","Outer Ring Road, Block 13, Nehru Enclave East, Okhla Industrial Area, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2328,1688,3209
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","86","100 Kalkaji Main Road, Bhoomiheen Camp, Govindpuri, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2566,1824,3608
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","87","0 Maharaja Agarsen Marg, Subash Khand, Giri Nagar, Kalkaji, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2429,1752,3366
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","88","Krishan Marg, Tughlaqabad Village, Tughlakabad, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",3023,2167,4215
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","89","A15/2, Chungi No 2, Kotla Mahingiran, Lal Kuan, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",3261,2353,4517
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","90","C-86, Pocket C, Okhla Phase I, Okhla Industrial Area, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2895,2081,4026
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","91","nullTum Road, Sanjay Colony II, Sanjay Colony, Okhla Phase II, Okhla Industrial Area, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2296,1631,3230
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","92","nullGali Number 9, Block G, Jaitpur Extension Part II, Khadda Colony, Jaitpur, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",3219,2306,4492
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","93","0 Molarband School Road, Lakhpat Colony, Mithapur, Badarpur","12/1/2018 - 12/31/2018, Every day, Daily Average",3241,2398,4379
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","94","2212, Gautampuri Awas, Badarpur, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2883,2043,4068
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","95","Hanuman Mandir Road, Block B, Molar band Extension, Badarpur, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",3137,2126,4627
"101","4900 Ramdwara Road, Chuna Mandi, Aram Bagh, Paharganj, New Delhi","96","0 Street Number 9, Noor Nagar Extension, Noor Nagar, Okhla, New Delhi","12/1/2018 - 12/31/2018, Every day, Daily Average",2122,1504,2992
